"ID","Gemeinde_it","Tabelle_it","Staerkste_Partei"
6437,"Les Ponts-de-Martel NE","tab_h_it$tr£$td£PLR$/td£tab_r147tab_r2#6268AFtab_r3$td£$b£31.6%$/b£$/td£§+1.9$/td£$/tr£$tr£$td£UDC$/td£tab_r147tab_r2#547d34tab_r3$td£$b£31.5%$/b£$/td£§+3.6$/td£$/tr£$tr£$td£Verdi$/td£tab_r114tab_r2#26b300tab_r3$td£$b£9.1%$/b£$/td£§-2.8$/td£$/tr£$tr£$td£PS$/td£tab_r113tab_r2#ea546ftab_r3$td£$b£8.7%$/b£$/td£§-1.0$/td£$/tr£$tr£$td£POP$/td£tab_r110tab_r2#792a8ftab_r3$td£$b£6.9%$/b£$/td£§-4.8$/td£$/tr£$tr£$td£UDF$/td£tab_r18tab_r2#3aa59atab_r3$td£$b£5.6%$/b£$/td£§+5.6$/td£$/tr£$/table£$br£Schede elettorali valide: $b£510$/b£$br£Tasso di partecipazione: $b£51.1%$/b£ (+0.6%)","FDP"
6451,"Cornaux NE","tab_h_it$tr£$td£PLR$/td£tab_r146tab_r2#6268AFtab_r3$td£$b£30.7%$/b£$/td£§+2.5$/td£$/tr£$tr£$td£PS$/td£tab_r132tab_r2#ea546ftab_r3$td£$b£21.2%$/b£$/td£§+2.1$/td£$/tr£$tr£$td£UDC$/td£tab_r127tab_r2#547d34tab_r3$td£$b£18.1%$/b£$/td£§-0.3$/td£$/tr£$tr£$td£Verdi$/td£tab_r119tab_r2#26b300tab_r3$td£$b£12.7%$/b£$/td£§-5.1$/td£$/tr£$tr£$td£POP$/td£tab_r111tab_r2#792a8ftab_r3$td£$b£7.5%$/b£$/td£§+0.5$/td£$/tr£$tr£$td£PVL$/td£tab_r18tab_r2#cbd401tab_r3$td£$b£5.0%$/b£$/td£§-0.8$/td£$/tr£$/table£$br£Schede elettorali valide: $b£417$/b£$br£Tasso di partecipazione: $b£41.2%$/b£ (+3.1%)","FDP"
6452,"Cressier NE","tab_h_it$tr£$td£PLR$/td£tab_r141tab_r2#6268AFtab_r3$td£$b£27.4%$/b£$/td£§-1.7$/td£$/tr£$tr£$td£PS$/td£tab_r139tab_r2#ea546ftab_r3$td£$b£26.0%$/b£$/td£§+11.8$/td£$/tr£$tr£$td£Verdi$/td£tab_r123tab_r2#26b300tab_r3$td£$b£15.1%$/b£$/td£§-4.8$/td£$/tr£$tr£$td£UDC$/td£tab_r120tab_r2#547d34tab_r3$td£$b£13.4%$/b£$/td£§+0.9$/td£$/tr£$tr£$td£PVL$/td£tab_r111tab_r2#cbd401tab_r3$td£$b£7.6%$/b£$/td£§-0.8$/td£$/tr£$tr£$td£POP$/td£tab_r110tab_r2#792a8ftab_r3$td£$b£6.6%$/b£$/td£§-2.6$/td£$/tr£$/table£$br£Schede elettorali valide: $b£483$/b£$br£Tasso di partecipazione: $b£41.5%$/b£ (-2.3%)","FDP"
6453,"Enges NE","tab_h_it$tr£$td£Verdi$/td£tab_r138tab_r2#26b300tab_r3$td£$b£25.1%$/b£$/td£§-1.5$/td£$/tr£$tr£$td£PLR$/td£tab_r135tab_r2#6268AFtab_r3$td£$b£23.6%$/b£$/td£§+1.6$/td£$/tr£$tr£$td£PS$/td£tab_r133tab_r2#ea546ftab_r3$td£$b£21.8%$/b£$/td£§+5.5$/td£$/tr£$tr£$td£UDC$/td£tab_r129tab_r2#547d34tab_r3$td£$b£19.5%$/b£$/td£§+7.3$/td£$/tr£$tr£$td£POP$/td£tab_r18tab_r2#792a8ftab_r3$td£$b£5.0%$/b£$/td£§-2.1$/td£$/tr£$tr£$td£PVL$/td£tab_r16tab_r2#cbd401tab_r3$td£$b£4.0%$/b£$/td£§-8.2$/td£$/tr£$/table£$br£Schede elettorali valide: $b£100$/b£$br£Tasso di partecipazione: $b£52.3%$/b£ (+0.2%)","Grüne"
6454,"Hauterive NE","Risultato non ancora disponibile.","no_data"
6455,"Le Landeron NE","tab_h_it$tr£$td£PLR$/td£tab_r142tab_r2#6268AFtab_r3$td£$b£28.1%$/b£$/td£§-3.5$/td£$/tr£$tr£$td£PS$/td£tab_r133tab_r2#ea546ftab_r3$td£$b£21.7%$/b£$/td£§+7.5$/td£$/tr£$tr£$td£UDC$/td£tab_r125tab_r2#547d34tab_r3$td£$b£17.0%$/b£$/td£§+2.9$/td£$/tr£$tr£$td£Verdi$/td£tab_r121tab_r2#26b300tab_r3$td£$b£13.9%$/b£$/td£§-2.5$/td£$/tr£$tr£$td£PVL$/td£tab_r114tab_r2#cbd401tab_r3$td£$b£9.0%$/b£$/td£§-3.3$/td£$/tr£$tr£$td£POP$/td£tab_r19tab_r2#792a8ftab_r3$td£$b£6.3%$/b£$/td£§-0.7$/td£$/tr£$/table£$br£Schede elettorali valide: $b£1'267$/b£$br£Tasso di partecipazione: $b£40.8%$/b£ (+1.0%)","FDP"
6456,"Lignières NE","Risultato non ancora disponibile.","no_data"
6458,"Neuenburg NE","Risultato non ancora disponibile.","no_data"
6459,"Saint-Blaise NE","Risultato non ancora disponibile.","no_data"
6461,"La TèNE","tab_h_it$tr£$td£PS$/td£tab_r141tab_r2#ea546ftab_r3$td£$b£27.1%$/b£$/td£§+7.7$/td£$/tr£$tr£$td£PLR$/td£tab_r134tab_r2#6268AFtab_r3$td£$b£22.7%$/b£$/td£§-0.7$/td£$/tr£$tr£$td£Verdi$/td£tab_r130tab_r2#26b300tab_r3$td£$b£20.0%$/b£$/td£§+1.1$/td£$/tr£$tr£$td£UDC$/td£tab_r120tab_r2#547d34tab_r3$td£$b£13.4%$/b£$/td£§+3.1$/td£$/tr£$tr£$td£PVL$/td£tab_r110tab_r2#cbd401tab_r3$td£$b£7.0%$/b£$/td£§-4.5$/td£$/tr£$tr£$td£POP$/td£tab_r17tab_r2#792a8ftab_r3$td£$b£5.0%$/b£$/td£§-2.3$/td£$/tr£$/table£$br£Schede elettorali valide: $b£1'310$/b£$br£Tasso di partecipazione: $b£40.9%$/b£ (+0.3%)","SP"
6487,"Val-de-Ruz NE","Risultato non ancora disponibile.","no_data"
6504,"La Côte-aux-Fées NE","tab_h_it$tr£$td£UDC$/td£tab_r158tab_r2#547d34tab_r3$td£$b£38.7%$/b£$/td£§+1.3$/td£$/tr£$tr£$td£PLR$/td£tab_r125tab_r2#6268AFtab_r3$td£$b£16.8%$/b£$/td£§-8.3$/td£$/tr£$tr£$td£PS$/td£tab_r123tab_r2#ea546ftab_r3$td£$b£15.3%$/b£$/td£§+5.0$/td£$/tr£$tr£$td£UDF$/td£tab_r19tab_r2#3aa59atab_r3$td£$b£6.2%$/b£$/td£§+6.2$/td£$/tr£$tr£$td£Verdi$/td£tab_r19tab_r2#26b300tab_r3$td£$b£5.9%$/b£$/td£§-3.8$/td£$/tr£$tr£$td£PEV$/td£tab_r18tab_r2#87bfdctab_r3$td£$b£5.3%$/b£$/td£§+5.3$/td£$/tr£$tr£$td£POP$/td£tab_r18tab_r2#792a8ftab_r3$td£$b£5.0%$/b£$/td£§-1.3$/td£$/tr£$tr£$td£PVL$/td£tab_r17tab_r2#cbd401tab_r3$td£$b£4.9%$/b£$/td£§+0.9$/td£$/tr£$/table£$br£Schede elettorali valide: $b£180$/b£$br£Tasso di partecipazione: $b£44.3%$/b£ (-2.0%)","SVP"
6511,"Les Verrières NE","tab_h_it$tr£$td£UDC$/td£tab_r166tab_r2#547d34tab_r3$td£$b£43.9%$/b£$/td£§+20.0$/td£$/tr£$tr£$td£PLR$/td£tab_r132tab_r2#6268AFtab_r3$td£$b£21.0%$/b£$/td£§-15.8$/td£$/tr£$tr£$td£PS$/td£tab_r122tab_r2#ea546ftab_r3$td£$b£14.7%$/b£$/td£§+2.1$/td£$/tr£$tr£$td£POP$/td£tab_r112tab_r2#792a8ftab_r3$td£$b£7.9%$/b£$/td£§+2.3$/td£$/tr£$tr£$td£Verdi$/td£tab_r111tab_r2#26b300tab_r3$td£$b£7.2%$/b£$/td£§-4.8$/td£$/tr£$/table£$br£Schede elettorali valide: $b£174$/b£$br£Tasso di partecipazione: $b£31.1%$/b£ (+2.0%)","SVP"
6512,"Val-de-Travers NE","Risultato non ancora disponibile.","no_data"
6601,"Aire-la-Ville GE","Risultato non ancora disponibile.","no_data"
6602,"Anières GE","Risultato non ancora disponibile.","no_data"
6603,"Avully GE","Risultato non ancora disponibile.","no_data"
6604,"Avusy GE","Risultato non ancora disponibile.","no_data"
6605,"Bardonnex GE","Risultato non ancora disponibile.","no_data"
6606,"Bellevue GE","Risultato non ancora disponibile.","no_data"
6607,"Bernex GE","Risultato non ancora disponibile.","no_data"
6608,"CarouGE GE","Risultato non ancora disponibile.","no_data"
6609,"Cartigny GE","Risultato non ancora disponibile.","no_data"
6610,"Céligny GE","Risultato non ancora disponibile.","no_data"
6611,"Chancy GE","Risultato non ancora disponibile.","no_data"
6612,"Chêne-Bougeries GE","Risultato non ancora disponibile.","no_data"
6613,"Chêne-Bourg GE","Risultato non ancora disponibile.","no_data"
6614,"Choulex GE","Risultato non ancora disponibile.","no_data"
6615,"Collex-Bossy GE","Risultato non ancora disponibile.","no_data"
6616,"Collonge-Bellerive GE","Risultato non ancora disponibile.","no_data"
6617,"Cologny GE","Risultato non ancora disponibile.","no_data"
6618,"Confignon GE","Risultato non ancora disponibile.","no_data"
6619,"Corsier GE","Risultato non ancora disponibile.","no_data"
6620,"Dardagny GE","Risultato non ancora disponibile.","no_data"
6621,"Ginevra GE","Risultato non ancora disponibile.","no_data"
6622,"Genthod GE","Risultato non ancora disponibile.","no_data"
6623,"Le Grand-Saconnex GE","Risultato non ancora disponibile.","no_data"
6624,"Gy GE","Risultato non ancora disponibile.","no_data"
6625,"Hermance GE","Risultato non ancora disponibile.","no_data"
6626,"Jussy GE","Risultato non ancora disponibile.","no_data"
6627,"Laconnex GE","Risultato non ancora disponibile.","no_data"
6628,"Lancy GE","Risultato non ancora disponibile.","no_data"
6629,"Meinier GE","Risultato non ancora disponibile.","no_data"
6630,"Meyrin GE","Risultato non ancora disponibile.","no_data"
6631,"Onex GE","Risultato non ancora disponibile.","no_data"
6632,"Perly-Certoux GE","Risultato non ancora disponibile.","no_data"
6633,"Plan-les-Ouates GE","Risultato non ancora disponibile.","no_data"
6634,"Pregny-Chambésy GE","Risultato non ancora disponibile.","no_data"
6635,"PresinGE","Risultato non ancora disponibile.","no_data"
6636,"PuplinGE","Risultato non ancora disponibile.","no_data"
6637,"Russin GE","Risultato non ancora disponibile.","no_data"
6638,"Satigny GE","Risultato non ancora disponibile.","no_data"
6639,"Soral GE","Risultato non ancora disponibile.","no_data"
6640,"Thônex GE","Risultato non ancora disponibile.","no_data"
6641,"Troinex GE","Risultato non ancora disponibile.","no_data"
6642,"Vandoeuvres GE","Risultato non ancora disponibile.","no_data"
6643,"Vernier GE","Risultato non ancora disponibile.","no_data"
6644,"Versoix GE","Risultato non ancora disponibile.","no_data"
6645,"Veyrier GE","Risultato non ancora disponibile.","no_data"
6702,"Boécourt JU","Risultato non ancora disponibile.","no_data"
6703,"Bourrignon JU","tab_h_it$tr£$td£UDC$/td£tab_r160tab_r2#547d34tab_r3$td£$b£39.9%$/b£$/td£§+8.3$/td£$/tr£$tr£$td£Centro$/td£tab_r138tab_r2#f39f5etab_r3$td£$b£25.6%$/b£$/td£§+2.6$/td£$/tr£$tr£$td£Verdi$/td£tab_r120tab_r2#26b300tab_r3$td£$b£13.4%$/b£$/td£§-2.4$/td£$/tr£$tr£$td£PS$/td£tab_r119tab_r2#ea546ftab_r3$td£$b£12.6%$/b£$/td£§-5.3$/td£$/tr£$tr£$td£PLR$/td£tab_r15tab_r2#6268AFtab_r3$td£$b£3.4%$/b£$/td£§+1.7$/td£$/tr£$/table£$br£Schede elettorali valide: $b£120$/b£$br£Tasso di partecipazione: $b£48.2%$/b£ (-3.3%)","SVP"
6704,"Châtillon JU","tab_h_it$tr£$td£Centro$/td£tab_r145tab_r2#f39f5etab_r3$td£$b£30.2%$/b£$/td£§-6.0$/td£$/tr£$tr£$td£PS$/td£tab_r138tab_r2#ea546ftab_r3$td£$b£25.3%$/b£$/td£§+2.9$/td£$/tr£$tr£$td£UDC$/td£tab_r131tab_r2#547d34tab_r3$td£$b£20.4%$/b£$/td£§+6.9$/td£$/tr£$tr£$td£Verdi$/td£tab_r114tab_r2#26b300tab_r3$td£$b£9.5%$/b£$/td£§-1.2$/td£$/tr£$tr£$td£PLR$/td£tab_r17tab_r2#6268AFtab_r3$td£$b£4.9%$/b£$/td£§+2.2$/td£$/tr£$tr£$td£PEV$/td£tab_r16tab_r2#87bfdctab_r3$td£$b£3.8%$/b£$/td£§-4.9$/td£$/tr£$/table£$br£Schede elettorali valide: $b£184$/b£$br£Tasso di partecipazione: $b£50.4%$/b£ (+2.2%)","Mitte"
6706,"Courchapoix JU","tab_h_it$tr£$td£PS$/td£tab_r157tab_r2#ea546ftab_r3$td£$b£37.9%$/b£$/td£§+6.3$/td£$/tr£$tr£$td£Centro$/td£tab_r142tab_r2#f39f5etab_r3$td£$b£27.9%$/b£$/td£§+8.4$/td£$/tr£$tr£$td£UDC$/td£tab_r132tab_r2#547d34tab_r3$td£$b£21.6%$/b£$/td£§+10.5$/td£$/tr£$tr£$td£Verdi$/td£tab_r111tab_r2#26b300tab_r3$td£$b£7.1%$/b£$/td£§-10.6$/td£$/tr£$/table£$br£Schede elettorali valide: $b£135$/b£$br£Tasso di partecipazione: $b£39.6%$/b£ (-2.4%)","SP"
6708,"Courrendlin JU","tab_h_it$tr£$td£PS$/td£tab_r154tab_r2#ea546ftab_r3$td£$b£35.9%$/b£$/td£§-1.8$/td£$/tr£$tr£$td£UDC$/td£tab_r136tab_r2#547d34tab_r3$td£$b£23.7%$/b£$/td£§+3.6$/td£$/tr£$tr£$td£Centro$/td£tab_r129tab_r2#f39f5etab_r3$td£$b£19.3%$/b£$/td£§+6.1$/td£$/tr£$tr£$td£Verdi$/td£tab_r114tab_r2#26b300tab_r3$td£$b£9.6%$/b£$/td£§-4.8$/td£$/tr£$tr£$td£PLR$/td£tab_r111tab_r2#6268AFtab_r3$td£$b£7.0%$/b£$/td£§+2.7$/td£$/tr£$/table£$br£Schede elettorali valide: $b£887$/b£$br£Tasso di partecipazione: $b£38.3%$/b£ (+0.2%)","SP"
6709,"Courroux JU","tab_h_it$tr£$td£PS$/td£tab_r147tab_r2#ea546ftab_r3$td£$b£31.5%$/b£$/td£§+0.6$/td£$/tr£$tr£$td£UDC$/td£tab_r146tab_r2#547d34tab_r3$td£$b£30.9%$/b£$/td£§+9.4$/td£$/tr£$tr£$td£Centro$/td£tab_r125tab_r2#f39f5etab_r3$td£$b£16.8%$/b£$/td£§+2.7$/td£$/tr£$tr£$td£Verdi$/td£tab_r115tab_r2#26b300tab_r3$td£$b£10.3%$/b£$/td£§-4.6$/td£$/tr£$tr£$td£PLR$/td£tab_r18tab_r2#6268AFtab_r3$td£$b£5.6%$/b£$/td£§-1.0$/td£$/tr£$/table£$br£Schede elettorali valide: $b£959$/b£$br£Tasso di partecipazione: $b£40.7%$/b£ (+1.0%)","SP"
6710,"Courtételle JU","Risultato non ancora disponibile.","no_data"
6711,"Delsberg JU","Risultato non ancora disponibile.","no_data"
6712,"Develier JU","tab_h_it$tr£$td£PS$/td£tab_r143tab_r2#ea546ftab_r3$td£$b£28.7%$/b£$/td£§+8.7$/td£$/tr£$tr£$td£Centro$/td£tab_r139tab_r2#f39f5etab_r3$td£$b£25.7%$/b£$/td£§+1.1$/td£$/tr£$tr£$td£UDC$/td£tab_r132tab_r2#547d34tab_r3$td£$b£21.1%$/b£$/td£§+7.3$/td£$/tr£$tr£$td£PVL$/td£tab_r111tab_r2#cbd401tab_r3$td£$b£7.1%$/b£$/td£§+7.1$/td£$/tr£$tr£$td£Verdi$/td£tab_r110tab_r2#26b300tab_r3$td£$b£6.3%$/b£$/td£§-9.7$/td£$/tr£$tr£$td£PLR$/td£tab_r18tab_r2#6268AFtab_r3$td£$b£5.6%$/b£$/td£§+0.9$/td£$/tr£$/table£$br£Schede elettorali valide: $b£407$/b£$br£Tasso di partecipazione: $b£41.8%$/b£ (-0.8%)","SP"
6713,"Ederswiler JU","tab_h_it$tr£$td£UDC$/td£tab_r1140tab_r2#547d34tab_r3$td£$b£93.5%$/b£$/td£§+22.0$/td£$/tr£$tr£$td£Centro$/td£tab_r15tab_r2#f39f5etab_r3$td£$b£3.3%$/b£$/td£§-16.7$/td£$/tr£$/table£$br£Schede elettorali valide: $b£46$/b£$br£Tasso di partecipazione: $b£47.0%$/b£ (+12.0%)","SVP"
6715,"Mervelier JU","tab_h_it$tr£$td£PS$/td£tab_r151tab_r2#ea546ftab_r3$td£$b£34.2%$/b£$/td£§+4.0$/td£$/tr£$tr£$td£Centro$/td£tab_r131tab_r2#f39f5etab_r3$td£$b£20.8%$/b£$/td£§+3.2$/td£$/tr£$tr£$td£UDC$/td£tab_r130tab_r2#547d34tab_r3$td£$b£20.0%$/b£$/td£§+1.5$/td£$/tr£$tr£$td£Verdi$/td£tab_r126tab_r2#26b300tab_r3$td£$b£17.5%$/b£$/td£§+2.0$/td£$/tr£$tr£$td£PVL$/td£tab_r15tab_r2#cbd401tab_r3$td£$b£3.3%$/b£$/td£§+3.3$/td£$/tr£$/table£$br£Schede elettorali valide: $b£181$/b£$br£Tasso di partecipazione: $b£44.4%$/b£ (+2.2%)","SP"
6716,"Mettembert JU","tab_h_it$tr£$td£UDC$/td£tab_r144tab_r2#547d34tab_r3$td£$b£29.1%$/b£$/td£§+18.1$/td£$/tr£$tr£$td£Centro$/td£tab_r130tab_r2#f39f5etab_r3$td£$b£20.0%$/b£$/td£§-10.0$/td£$/tr£$tr£$td£PS$/td£tab_r129tab_r2#ea546ftab_r3$td£$b£19.1%$/b£$/td£§-4.9$/td£$/tr£$tr£$td£Verdi$/td£tab_r129tab_r2#26b300tab_r3$td£$b£19.1%$/b£$/td£§+2.1$/td£$/tr£$tr£$td£altro$/td£tab_r112tab_r2#bebebetab_r3$td£$b£8.2%$/b£$/td£§+8.2$/td£$/tr£$/table£$br£Schede elettorali valide: $b£55$/b£$br£Tasso di partecipazione: $b£67.1%$/b£ (+3.8%)","SVP"
6718,"Movelier JU","tab_h_it$tr£$td£UDC$/td£tab_r159tab_r2#547d34tab_r3$td£$b£39.7%$/b£$/td£§+1.1$/td£$/tr£$tr£$td£PS$/td£tab_r131tab_r2#ea546ftab_r3$td£$b£20.7%$/b£$/td£§+10.3$/td£$/tr£$tr£$td£Centro$/td£tab_r127tab_r2#f39f5etab_r3$td£$b£18.1%$/b£$/td£§-1.5$/td£$/tr£$tr£$td£Verdi$/td£tab_r121tab_r2#26b300tab_r3$td£$b£13.9%$/b£$/td£§-8.3$/td£$/tr£$/table£$br£Schede elettorali valide: $b£119$/b£$br£Tasso di partecipazione: $b£37.2%$/b£ (-2.8%)","SVP"
6719,"Pleigne JU","tab_h_it$tr£$td£UDC$/td£tab_r154tab_r2#547d34tab_r3$td£$b£36.3%$/b£$/td£§+11.4$/td£$/tr£$tr£$td£Centro$/td£tab_r139tab_r2#f39f5etab_r3$td£$b£26.1%$/b£$/td£§+2.7$/td£$/tr£$tr£$td£PS$/td£tab_r125tab_r2#ea546ftab_r3$td£$b£17.0%$/b£$/td£§+0.4$/td£$/tr£$tr£$td£Verdi$/td£tab_r113tab_r2#26b300tab_r3$td£$b£8.5%$/b£$/td£§-6.3$/td£$/tr£$tr£$td£PLR$/td£tab_r19tab_r2#6268AFtab_r3$td£$b£6.2%$/b£$/td£§-6.2$/td£$/tr£$/table£$br£Schede elettorali valide: $b£153$/b£$br£Tasso di partecipazione: $b£48.7%$/b£ (+2.4%)","SVP"
6721,"Rossemaison JU","tab_h_it$tr£$td£PS$/td£tab_r143tab_r2#ea546ftab_r3$td£$b£28.5%$/b£$/td£§+4.9$/td£$/tr£$tr£$td£PLR$/td£tab_r132tab_r2#6268AFtab_r3$td£$b£21.3%$/b£$/td£§+15.8$/td£$/tr£$tr£$td£Centro$/td£tab_r122tab_r2#f39f5etab_r3$td£$b£14.8%$/b£$/td£§-0.7$/td£$/tr£$tr£$td£Verdi$/td£tab_r121tab_r2#26b300tab_r3$td£$b£14.0%$/b£$/td£§-4.7$/td£$/tr£$tr£$td£UDC$/td£tab_r120tab_r2#547d34tab_r3$td£$b£13.5%$/b£$/td£§-3.2$/td£$/tr£$tr£$td£PEV$/td£tab_r16tab_r2#87bfdctab_r3$td£$b£3.9%$/b£$/td£§-4.4$/td£$/tr£$/table£$br£Schede elettorali valide: $b£271$/b£$br£Tasso di partecipazione: $b£52.2%$/b£ (+2.4%)","SP"
6722,"Saulcy JU","tab_h_it$tr£$td£UDC$/td£tab_r146tab_r2#547d34tab_r3$td£$b£30.5%$/b£$/td£§+12.3$/td£$/tr£$tr£$td£Centro$/td£tab_r144tab_r2#f39f5etab_r3$td£$b£29.0%$/b£$/td£§+5.6$/td£$/tr£$tr£$td£PS$/td£tab_r129tab_r2#ea546ftab_r3$td£$b£19.5%$/b£$/td£§+5.5$/td£$/tr£$tr£$td£Verdi$/td£tab_r122tab_r2#26b300tab_r3$td£$b£14.5%$/b£$/td£§+2.8$/td£$/tr£$tr£$td£PLR$/td£tab_r16tab_r2#6268AFtab_r3$td£$b£4.0%$/b£$/td£§+1.7$/td£$/tr£$/table£$br£Schede elettorali valide: $b£100$/b£$br£Tasso di partecipazione: $b£48.1%$/b£ (-2.4%)","SVP"
6724,"Soyhières JU","tab_h_it$tr£$td£UDC$/td£tab_r184tab_r2#547d34tab_r3$td£$b£56.1%$/b£$/td£§+5.5$/td£$/tr£$tr£$td£Verdi$/td£tab_r120tab_r2#26b300tab_r3$td£$b£13.2%$/b£$/td£§+0.3$/td£$/tr£$tr£$td£PS$/td£tab_r118tab_r2#ea546ftab_r3$td£$b£12.2%$/b£$/td£§-2.9$/td£$/tr£$tr£$td£Centro$/td£tab_r112tab_r2#f39f5etab_r3$td£$b£8.2%$/b£$/td£§+0.4$/td£$/tr£$tr£$td£PLR$/td£tab_r110tab_r2#6268AFtab_r3$td£$b£6.6%$/b£$/td£§+1.7$/td£$/tr£$/table£$br£Schede elettorali valide: $b£160$/b£$br£Tasso di partecipazione: $b£51.8%$/b£ (+5.8%)","SVP"
6729,"Haute-Sorne JU","Risultato non ancora disponibile.","no_data"
6730,"Val Terbi JU","tab_h_it$tr£$td£PS$/td£tab_r144tab_r2#ea546ftab_r3$td£$b£29.4%$/b£$/td£§+1.5$/td£$/tr£$tr£$td£UDC$/td£tab_r139tab_r2#547d34tab_r3$td£$b£25.7%$/b£$/td£§+9.8$/td£$/tr£$tr£$td£Centro$/td£tab_r136tab_r2#f39f5etab_r3$td£$b£24.3%$/b£$/td£§+1.1$/td£$/tr£$tr£$td£Verdi$/td£tab_r117tab_r2#26b300tab_r3$td£$b£11.4%$/b£$/td£§-4.5$/td£$/tr£$tr£$td£PLR$/td£tab_r16tab_r2#6268AFtab_r3$td£$b£3.7%$/b£$/td£§+0.3$/td£$/tr£$/table£$br£Schede elettorali valide: $b£1'039$/b£$br£Tasso di partecipazione: $b£40.7%$/b£ (+3.1%)","SP"
6741,"Le Bémont JU","tab_h_it$tr£$td£Centro$/td£tab_r161tab_r2#f39f5etab_r3$td£$b£40.7%$/b£$/td£§+9.1$/td£$/tr£$tr£$td£UDC$/td£tab_r130tab_r2#547d34tab_r3$td£$b£20.1%$/b£$/td£§-2.8$/td£$/tr£$tr£$td£PS$/td£tab_r125tab_r2#ea546ftab_r3$td£$b£16.4%$/b£$/td£§-5.1$/td£$/tr£$tr£$td£Verdi$/td£tab_r118tab_r2#26b300tab_r3$td£$b£12.0%$/b£$/td£§+0.8$/td£$/tr£$tr£$td£PLR$/td£tab_r112tab_r2#6268AFtab_r3$td£$b£8.3%$/b£$/td£§+1.4$/td£$/tr£$/table£$br£Schede elettorali valide: $b£163$/b£$br£Tasso di partecipazione: $b£55.6%$/b£ (+6.9%)","Mitte"
6742,"Les Bois JU","tab_h_it$tr£$td£PS$/td£tab_r137tab_r2#ea546ftab_r3$td£$b£24.6%$/b£$/td£§+4.7$/td£$/tr£$tr£$td£Centro$/td£tab_r135tab_r2#f39f5etab_r3$td£$b£23.0%$/b£$/td£§+2.7$/td£$/tr£$tr£$td£UDC$/td£tab_r128tab_r2#547d34tab_r3$td£$b£18.4%$/b£$/td£§+4.7$/td£$/tr£$tr£$td£Verdi$/td£tab_r126tab_r2#26b300tab_r3$td£$b£17.2%$/b£$/td£§-5.2$/td£$/tr£$tr£$td£PLR$/td£tab_r119tab_r2#6268AFtab_r3$td£$b£12.4%$/b£$/td£§+3.2$/td£$/tr£$/table£$br£Schede elettorali valide: $b£343$/b£$br£Tasso di partecipazione: $b£35.9%$/b£ (+1.7%)","SP"
6743,"Les Breuleux JU","Risultato non ancora disponibile.","no_data"
6745,"Les Enfers JU","tab_h_it$tr£$td£Verdi$/td£tab_r150tab_r2#26b300tab_r3$td£$b£33.6%$/b£$/td£§-2.9$/td£$/tr£$tr£$td£Centro$/td£tab_r143tab_r2#f39f5etab_r3$td£$b£28.4%$/b£$/td£§+2.2$/td£$/tr£$tr£$td£PS$/td£tab_r128tab_r2#ea546ftab_r3$td£$b£18.7%$/b£$/td£§-1.2$/td£$/tr£$tr£$td£UDC$/td£tab_r117tab_r2#547d34tab_r3$td£$b£11.2%$/b£$/td£§+3.3$/td£$/tr£$tr£$td£PLR$/td£tab_r17tab_r2#6268AFtab_r3$td£$b£4.5%$/b£$/td£§-2.7$/td£$/tr£$tr£$td£altro$/td£tab_r16tab_r2#bebebetab_r3$td£$b£3.7%$/b£$/td£§+3.7$/td£$/tr£$/table£$br£Schede elettorali valide: $b£67$/b£$br£Tasso di partecipazione: $b£57.6%$/b£ (+3.9%)","Grüne"
6748,"Les Genevez JU","tab_h_it$tr£$td£PLR$/td£tab_r139tab_r2#6268AFtab_r3$td£$b£26.2%$/b£$/td£§+3.0$/td£$/tr£$tr£$td£PS$/td£tab_r134tab_r2#ea546ftab_r3$td£$b£22.8%$/b£$/td£§-0.4$/td£$/tr£$tr£$td£UDC$/td£tab_r131tab_r2#547d34tab_r3$td£$b£20.3%$/b£$/td£§+6.2$/td£$/tr£$tr£$td£Centro$/td£tab_r123tab_r2#f39f5etab_r3$td£$b£15.2%$/b£$/td£§+1.0$/td£$/tr£$tr£$td£Verdi$/td£tab_r117tab_r2#26b300tab_r3$td£$b£11.3%$/b£$/td£§-2.6$/td£$/tr£$/table£$br£Schede elettorali valide: $b£204$/b£$br£Tasso di partecipazione: $b£46.0%$/b£ (+7.0%)","FDP"
6750,"Lajoux JU","tab_h_it$tr£$td£PS$/td£tab_r152tab_r2#ea546ftab_r3$td£$b£34.5%$/b£$/td£§-3.0$/td£$/tr£$tr£$td£Verdi$/td£tab_r133tab_r2#26b300tab_r3$td£$b£22.0%$/b£$/td£§+2.0$/td£$/tr£$tr£$td£Centro$/td£tab_r129tab_r2#f39f5etab_r3$td£$b£19.2%$/b£$/td£§+4.6$/td£$/tr£$tr£$td£UDC$/td£tab_r119tab_r2#547d34tab_r3$td£$b£12.7%$/b£$/td£§+3.9$/td£$/tr£$tr£$td£PLR$/td£tab_r110tab_r2#6268AFtab_r3$td£$b£6.9%$/b£$/td£§+1.2$/td£$/tr£$/table£$br£Schede elettorali valide: $b£248$/b£$br£Tasso di partecipazione: $b£42.5%$/b£ (+1.6%)","SP"
6751,"Montfaucon JU","Risultato non ancora disponibile.","no_data"
